Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_50 Spectral Count	A_55 Spectral Count	A_56 Spectral Count	A_57 Spectral Count	A_61 Spectral Count	A_62 Spectral Count	A_72 Spectral Count	A_75 Spectral Count	A_76 Spectral Count	A_77 Spectral Count	A_78 Spectral Count	A_81 Spectral Count	A_82 Spectral Count	A_83 Spectral Count	G_50 Spectral Count	G_55 Spectral Count	G_56 Spectral Count	G_57 Spectral Count	G_61 Spectral Count	G_62 Spectral Count	G_72 Spectral Count	G_75 Spectral Count	G_76 Spectral Count	G_77 Spectral Count	G_78 Spectral Count	G_81 Spectral Count	G_82 Spectral Count	G_83 Spectral Count	A_50 Unique Spectral Count	A_55 Unique Spectral Count	A_56 Unique Spectral Count	A_57 Unique Spectral Count	A_61 Unique Spectral Count	A_62 Unique Spectral Count	A_72 Unique Spectral Count	A_75 Unique Spectral Count	A_76 Unique Spectral Count	A_77 Unique Spectral Count	A_78 Unique Spectral Count	A_81 Unique Spectral Count	A_82 Unique Spectral Count	A_83 Unique Spectral Count	G_50 Unique Spectral Count	G_55 Unique Spectral Count	G_56 Unique Spectral Count	G_57 Unique Spectral Count	G_61 Unique Spectral Count	G_62 Unique Spectral Count	G_72 Unique Spectral Count	G_75 Unique Spectral Count	G_76 Unique Spectral Count	G_77 Unique Spectral Count	G_78 Unique Spectral Count	G_81 Unique Spectral Count	G_82 Unique Spectral Count	G_83 Unique Spectral Count	A_50 Total Spectral Count	A_55 Total Spectral Count	A_56 Total Spectral Count	A_57 Total Spectral Count	A_61 Total Spectral Count	A_62 Total Spectral Count	A_72 Total Spectral Count	A_75 Total Spectral Count	A_76 Total Spectral Count	A_77 Total Spectral Count	A_78 Total Spectral Count	A_81 Total Spectral Count	A_82 Total Spectral Count	A_83 Total Spectral Count	G_50 Total Spectral Count	G_55 Total Spectral Count	G_56 Total Spectral Count	G_57 Total Spectral Count	G_61 Total Spectral Count	G_62 Total Spectral Count	G_72 Total Spectral Count	G_75 Total Spectral Count	G_76 Total Spectral Count	G_77 Total Spectral Count	G_78 Total Spectral Count	G_81 Total Spectral Count	G_82 Total Spectral Count	G_83 Total Spectral Count	A_50 Intensity	A_55 Intensity	A_56 Intensity	A_57 Intensity	A_61 Intensity	A_62 Intensity	A_72 Intensity	A_75 Intensity	A_76 Intensity	A_77 Intensity	A_78 Intensity	A_81 Intensity	A_82 Intensity	A_83 Intensity	G_50 Intensity	G_55 Intensity	G_56 Intensity	G_57 Intensity	G_61 Intensity	G_62 Intensity	G_72 Intensity	G_75 Intensity	G_76 Intensity	G_77 Intensity	G_78 Intensity	G_81 Intensity	G_82 Intensity	G_83 Intensity	A_50 MaxLFQ Intensity	A_55 MaxLFQ Intensity	A_56 MaxLFQ Intensity	A_57 MaxLFQ Intensity	A_61 MaxLFQ Intensity	A_62 MaxLFQ Intensity	A_72 MaxLFQ Intensity	A_75 MaxLFQ Intensity	A_76 MaxLFQ Intensity	A_77 MaxLFQ Intensity	A_78 MaxLFQ Intensity	A_81 MaxLFQ Intensity	A_82 MaxLFQ Intensity	A_83 MaxLFQ Intensity	G_50 MaxLFQ Intensity	G_55 MaxLFQ Intensity	G_56 MaxLFQ Intensity	G_57 MaxLFQ Intensity	G_61 MaxLFQ Intensity	G_62 MaxLFQ Intensity	G_72 MaxLFQ Intensity	G_75 MaxLFQ Intensity	G_76 MaxLFQ Intensity	G_77 MaxLFQ Intensity	G_78 MaxLFQ Intensity	G_81 MaxLFQ Intensity	G_82 MaxLFQ Intensity	G_83 MaxLFQ Intensity	Indistinguishable Proteins
tr|A0A6P3TJN8|A0A6P3TJN8_SHEEP	A0A6P3TJN8	A0A6P3TJN8_SHEEP	CASP8	488	Ovis aries OX=9940	3:Protein inferred from homology	Caspase-8	0.918	0.999	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12056.169	15943.845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14364.778	9812.251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A6P3TKH9|A0A6P3TKH9_SHEEP	A0A6P3TKH9	A0A6P3TKH9_SHEEP	FAM49A	323	Ovis aries OX=9940	3:Protein inferred from homology	CYFIP related Rac1 interactor A	1.0	0.999	2	28	0	28	0	0	1	0	1	0	0	0	0	0	0	0	0	1	3	2	2	2	0	2	3	2	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	3	2	2	2	0	2	3	2	0	3	3	0	3	0	0.0	0.0	7191.063	8006.5576	9938.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8496.5205	15225.768	48510.656	34859.5	48198.543	45408.14	0.0	47979.297	37419.4	40407.227	49479.527	42238.46	44353.43	0.0	43300.418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25969.293	18659.92	25695.996	24107.969	0.0	25698.295	20044.076	21642.916	25704.553	22625.527	23644.889	0.0	23124.316	0.0	tr|W5PD48|W5PD48_SHEEP
tr|A0A6P3TLR2|A0A6P3TLR2_SHEEP	A0A6P3TLR2	A0A6P3TLR2_SHEEP	HNRNPH1	449	Ovis aries OX=9940	4:Protein predicted	Heterogeneous nuclear ribonucleoprotein H1	1.0	0.999	9	135	95	135	2	6	10	3	7	6	4	4	8	5	6	6	4	8	5	9	4	2	0	4	7	5	1	4	6	2	7	0	2	4	6	2	4	4	3	4	5	3	4	5	3	4	4	6	1	2	0	3	5	4	1	3	5	2	6	0	2	6	10	3	7	6	4	4	8	5	6	6	4	8	5	9	4	2	0	4	7	5	1	4	6	2	7	0	55139.977	108523.66	81648.07	98519.63	154373.9	105686.266	67802.734	77004.086	131873.97	53858.863	128164.88	119016.77	74552.586	110643.625	75925.98	124719.26	64364.133	53182.945	0.0	87843.82	125325.305	95728.336	73666.86	72679.414	103931.15	19412.941	89946.29	0.0	31636.504	25825.47	15897.024	25865.822	31790.16	25527.164	29201.6	25626.383	28150.316	22290.297	29049.957	32018.568	22543.574	19367.924	22687.15	24870.264	21287.658	20888.709	0.0	26972.68	32671.102	24912.867	34324.04	22354.623	26827.834	0.0	22943.613	0.0	
tr|A0A6P3TM89|A0A6P3TM89_SHEEP	A0A6P3TM89	A0A6P3TM89_SHEEP	LOC101113728	439	Ovis aries OX=9940	3:Protein inferred from homology	Clusterin	1.0	0.999	7	64	1	64	1	3	4	0	3	4	0	1	2	5	2	4	4	7	0	5	0	2	0	2	4	1	0	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	3	4	0	1	2	5	2	4	4	7	0	5	0	2	0	2	4	1	0	0	2	4	4	0	17419.967	48594.203	85909.586	0.0	52714.69	51093.047	0.0	16012.756	45140.168	102927.03	40726.094	92748.586	106076.78	107114.94	0.0	46422.23	0.0	32871.492	0.0	22525.477	68111.586	17554.717	5706.3286	0.0	30375.396	71174.58	29782.777	0.0	0.0	18668.764	31049.105	0.0	20259.98	19616.492	0.0	0.0	24514.385	37892.68	21897.611	33524.785	40592.9	23194.03	0.0	16789.902	0.0	17667.156	0.0	13537.888	24429.273	0.0	0.0	0.0	17492.07	27049.092	15558.019	0.0	
tr|A0A6P3TS61|A0A6P3TS61_SHEEP	A0A6P3TS61	A0A6P3TS61_SHEEP	SGTA	313	Ovis aries OX=9940	3:Protein inferred from homology	Small glutamine rich tetratricopeptide repeat containing alpha	1.0	0.999	5	48	48	48	0	0	5	0	4	1	0	0	0	0	2	3	2	3	2	3	0	2	0	3	4	2	0	5	3	1	3	0	0	0	5	0	4	1	0	0	0	0	2	3	2	3	2	3	0	2	0	3	4	2	0	5	3	1	3	0	0	0	5	0	4	1	0	0	0	0	2	3	2	3	2	3	0	2	0	3	4	2	0	5	3	1	3	0	0.0	13083.013	36828.477	0.0	28677.89	17323.096	0.0	18118.908	0.0	0.0	16539.809	29961.129	31673.844	44428.195	39047.04	32013.463	0.0	36102.055	0.0	38523.883	35182.055	30995.928	0.0	53876.65	55872.816	20824.662	54336.117	0.0	0.0	0.0	12856.995	0.0	15519.265	0.0	0.0	0.0	0.0	0.0	0.0	16537.428	17611.05	15834.838	21734.371	17818.604	0.0	19763.574	0.0	21405.299	19583.576	17253.686	0.0	21670.684	21794.729	0.0	22759.605	0.0	
tr|A0A6P3TTE5|A0A6P3TTE5_SHEEP	A0A6P3TTE5	A0A6P3TTE5_SHEEP	RPS21	83	Ovis aries OX=9940	3:Protein inferred from homology	40S ribosomal protein S21	1.0	0.999	8	157	157	157	1	2	1	1	5	1	1	1	2	1	4	4	1	11	10	9	9	9	0	12	10	9	6	11	15	2	14	5	1	2	1	1	5	1	1	1	2	1	4	4	1	11	10	9	9	9	0	12	10	9	6	11	15	2	14	5	1	2	1	1	5	1	1	1	2	1	4	4	1	11	10	9	9	9	0	12	10	9	6	11	15	2	14	5	33546.348	41746.586	20933.895	35397.145	68369.266	40654.875	33843.92	52166.656	35297.113	19820.709	75882.59	64326.625	33620.76	150358.89	256187.55	257512.31	225790.67	205471.1	0.0	322250.0	224599.55	283982.3	248223.22	248478.66	353676.16	17167.516	263190.84	126634.73	0.0	28231.088	13548.8	24334.281	35388.984	0.0	0.0	33719.56	0.0	0.0	38090.895	34380.633	0.0	54046.62	85851.1	82969.01	77935.39	66938.64	0.0	103146.26	79409.64	89877.53	109927.22	84170.79	111230.45	0.0	83178.664	47123.105	
tr|A0A6P3YKT8|A0A6P3YKT8_SHEEP	A0A6P3YKT8	A0A6P3YKT8_SHEEP	PACSIN2	486	Ovis aries OX=9940	3:Protein inferred from homology	Protein kinase C and casein kinase substrate in neurons 2	1.0	0.999	7	62	62	62	0	1	6	0	3	0	0	0	0	3	4	0	1	5	3	5	5	0	0	3	2	2	0	9	2	1	6	1	0	1	6	0	3	0	0	0	0	3	4	0	1	5	3	5	5	0	0	3	2	2	0	9	2	1	6	1	0	1	6	0	3	0	0	0	0	3	4	0	1	5	3	5	5	0	0	3	2	2	0	9	2	1	6	1	0.0	43902.582	82533.47	36956.21	57617.016	0.0	0.0	0.0	0.0	67447.18	72698.36	0.0	32266.979	78409.266	58576.793	61189.297	92658.53	27512.805	0.0	33198.105	32528.473	36014.117	0.0	93259.734	41854.902	17232.402	81326.95	15331.914	0.0	22467.227	21675.799	21064.648	22053.207	0.0	0.0	0.0	0.0	24424.176	25479.5	0.0	19894.748	19994.941	21875.656	19516.727	23040.586	15427.214	0.0	18149.734	16596.63	18394.28	0.0	21839.145	23043.861	0.0	24819.4	0.0	
tr|A0A6P3YLV7|A0A6P3YLV7_SHEEP	A0A6P3YLV7	A0A6P3YLV7_SHEEP	SEC23B	767	Ovis aries OX=9940	3:Protein inferred from homology	Protein transport protein SEC23	0.9999	0.999	3	5	5	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21165.736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15280.764	0.0	0.0	0.0	0.0	16455.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A6P3YM99|A0A6P3YM99_SHEEP	A0A6P3YM99	A0A6P3YM99_SHEEP	NDRG2	357	Ovis aries OX=9940	3:Protein inferred from homology	Protein NDRG2	0.8209	0.9975	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	9708.506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11333.838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A6P7E451|A0A6P7E451_SHEEP
tr|A0A6P3YN22|A0A6P3YN22_SHEEP	A0A6P3YN22	A0A6P3YN22_SHEEP	PACSIN3	424	Ovis aries OX=9940	4:Protein predicted	Protein kinase C and casein kinase substrate in neurons 3	0.9993	0.999	2	20	20	20	1	3	1	2	2	0	2	1	1	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	2	0	2	1	1	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	2	0	2	1	1	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30137.316	34476.65	23308.877	26438.814	26116.562	0.0	24264.281	21215.822	19468.955	53890.656	33472.18	25631.549	23678.783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A6P3YNX0|A0A6P3YNX0_SHEEP	A0A6P3YNX0	A0A6P3YNX0_SHEEP	PYCR1	320	Ovis aries OX=9940	3:Protein inferred from homology	Pyrroline-5-carboxylate reductase	1.0	0.999	2	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17348.67	0.0	14152.994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A6P3YPB4|A0A6P3YPB4_SHEEP	A0A6P3YPB4	A0A6P3YPB4_SHEEP	EPHX1	451	Ovis aries OX=9940	3:Protein inferred from homology	Epoxide hydrolase	1.0	0.999	2	10	10	10	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	2	0.0	0.0	0.0	0.0	21052.453	0.0	0.0	0.0	0.0	0.0	11941.762	0.0	18093.658	0.0	0.0	0.0	0.0	13329.693	0.0	0.0	0.0	15354.925	0.0	12191.715	17263.191	29172.766	23387.629	18299.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A6P7D2K1|A0A6P7D2K1_SHEEP	A0A6P7D2K1	A0A6P7D2K1_SHEEP	FBLN5	448	Ovis aries OX=9940	3:Protein inferred from homology	Fibulin-5	1.0	0.999	11	82	82	82	1	11	0	0	4	10	5	13	9	7	9	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	1	11	0	0	4	10	5	13	9	7	9	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	1	11	0	0	4	10	5	13	9	7	9	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	22681.06	307792.3	4878.373	0.0	64521.234	249613.47	118815.11	447721.7	447634.0	109951.49	404633.06	0.0	8008.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191806.03	52412.293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99939.62	0.0	0.0	30487.238	84254.19	59152.805	123483.45	147394.8	45102.91	117210.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51254.766	18644.973	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A6P7DAB4|A0A6P7DAB4_SHEEP	A0A6P7DAB4	A0A6P7DAB4_SHEEP	LDHA	332	Ovis aries OX=9940	3:Protein inferred from homology	L-lactate dehydrogenase	1.0	0.999	31	419	0	598	4	7	10	6	12	7	7	4	10	20	10	11	9	43	22	25	24	27	0	23	13	22	4	22	22	9	27	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	19	11	20	12	12	9	15	26	17	17	15	49	29	33	32	35	0	29	19	32	7	33	31	13	36	26	136434.9	333034.6	211140.44	274250.47	302971.9	141149.62	223824.22	144429.2	325574.5	913503.9	199931.11	335968.12	204876.4	1073020.6	597234.7	631472.2	729138.75	970054.9	0.0	651545.3	536239.5	598679.5	250622.34	716981.4	527557.0	277639.3	923896.25	584806.44	67220.734	104392.05	88302.56	118235.47	83634.33	60353.633	96353.48	62724.473	113177.555	186903.98	55891.145	78913.49	62883.742	227815.84	100454.01	120278.555	130800.88	173679.34	0.0	115084.016	109376.16	109682.35	82949.89	126252.55	92758.46	75381.92	168525.1	116478.266	tr|W5PIN4|W5PIN4_SHEEP
tr|A0A6P7DAG9|A0A6P7DAG9_SHEEP	A0A6P7DAG9	A0A6P7DAG9_SHEEP	MBNL1	399	Ovis aries OX=9940	4:Protein predicted	Muscleblind like splicing regulator 1	0.9999	0.999	2	12	0	12	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	1	1	1	3	0	0	0	0.0	10165.402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15625.656	0.0	0.0	0.0	0.0	19618.654	0.0	0.0	0.0	19669.842	25615.465	18172.48	31744.004	11308.682	38286.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|W5P0K4|W5P0K4_SHEEP
tr|A0A6P7DD92|A0A6P7DD92_SHEEP	A0A6P7DD92	A0A6P7DD92_SHEEP	HDHD2	259	Ovis aries OX=9940	3:Protein inferred from homology	Haloacid dehalogenase like hydrolase domain containing 2	1.0	0.999	5	40	40	40	1	3	4	2	7	1	1	2	3	3	1	5	3	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	3	4	2	7	1	1	2	3	3	1	5	3	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	3	4	2	7	1	1	2	3	3	1	5	3	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	37021.383	73936.695	51259.297	61136.062	128435.78	36995.348	45788.22	42328.55	81455.67	88227.91	47042.59	73553.06	47766.45	0.0	0.0	11890.797	0.0	22165.666	0.0	0.0	16103.656	0.0	0.0	0.0	0.0	38468.535	0.0	0.0	0.0	39417.61	22441.965	42207.176	41236.53	0.0	0.0	29232.658	39767.156	45608.82	0.0	35942.4	31572.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A6P7DE44|A0A6P7DE44_SHEEP	A0A6P7DE44	A0A6P7DE44_SHEEP	FABP7	132	Ovis aries OX=9940	3:Protein inferred from homology	Fatty acid binding protein 7	1.0	0.999	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12883.405	0.0	0.0	0.0	44859.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A6P7DGM3|A0A6P7DGM3_SHEEP	A0A6P7DGM3	A0A6P7DGM3_SHEEP	ALDOA	364	Ovis aries OX=9940	3:Protein inferred from homology	Fructose-bisphosphate aldolase	1.0	0.999	37	1270	302	1270	26	47	75	40	50	36	33	40	41	46	44	47	55	58	46	50	45	72	0	50	41	45	18	61	54	42	59	49	10	9	12	9	7	10	7	13	8	9	10	11	11	19	13	13	15	14	0	12	10	13	6	14	13	9	14	11	26	47	75	40	50	36	33	40	41	46	44	47	55	58	46	50	45	72	0	50	41	45	18	61	54	42	59	49	1637775.4	2628726.8	2691235.0	2107497.2	1917786.5	1867696.9	2328733.0	1928701.0	2450734.5	2553126.5	2139311.5	2187881.2	2506820.8	1559861.5	1523593.2	1593200.4	1943974.8	3479264.8	0.0	1797575.5	1605387.6	1445599.2	1253045.9	2173722.2	1929298.2	2331788.2	2793615.8	2447296.8	272120.03	347487.4	323546.97	321851.9	257959.06	265696.47	368214.12	255374.06	310455.7	322923.38	291323.16	305091.44	326008.78	209573.7	202443.86	197210.53	263465.9	400483.2	0.0	215590.92	212500.77	188246.19	196226.47	251600.88	225750.86	281911.7	319187.78	308590.4	
tr|A0A6P7DK24|A0A6P7DK24_SHEEP	A0A6P7DK24	A0A6P7DK24_SHEEP	RPL7	248	Ovis aries OX=9940	3:Protein inferred from homology	60S ribosomal protein L7	0.9204	0.999	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0.0	9412.877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27941.53	0.0	0.0	17623.908	30866.55	39135.758	0.0	23752.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|W5P1U6|W5P1U6_SHEEP, tr|W5P6P4|W5P6P4_SHEEP, tr|W5P751|W5P751_SHEEP, tr|W5Q3Z8|W5Q3Z8_SHEEP
tr|A0A6P7DQB7|A0A6P7DQB7_SHEEP	A0A6P7DQB7	A0A6P7DQB7_SHEEP	RALB	206	Ovis aries OX=9940	3:Protein inferred from homology	Small monomeric GTPase	1.0	0.999	3	35	0	35	2	1	2	1	1	2	2	0	1	2	2	1	0	0	2	2	2	1	0	1	1	2	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	2	2	0	1	2	2	1	0	0	2	2	2	1	0	1	1	2	0	1	6	0	0	0	0.0	27892.137	0.0	38272.176	0.0	0.0	0.0	0.0	38746.684	0.0	0.0	0.0	0.0	15293.437	0.0	23643.682	0.0	0.0	0.0	0.0	0.0	0.0	26135.99	0.0	62160.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|W5PTW6|W5PTW6_SHEEP
tr|A0A6P7DQU3|A0A6P7DQU3_SHEEP	A0A6P7DQU3	A0A6P7DQU3_SHEEP	DIS3L2	882	Ovis aries OX=9940	3:Protein inferred from homology	DIS3-like exonuclease 2	0.9923	0.9985	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0.0	7000.717	0.0	0.0	14614.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20482.564	21953.143	0.0	0.0	0.0	0.0	0.0	11856.46	0.0	0.0	0.0	21933.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A6P7DSD8|A0A6P7DSD8_SHEEP	A0A6P7DSD8	A0A6P7DSD8_SHEEP	LOC114113232	184	Ovis aries OX=9940	4:Protein predicted	RAP1B, member of RAS oncogene family	1.0	0.999	10	7	7	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	6	5	0	0	6	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15819.584	0.0	0.0	0.0	17415.895	17580.527	15659.803	0.0	0.0	22377.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
